estimation_id,index,parent_index,baseline_device_type,baseline_device_idx,cli_loop_id,source_location,offload_index,offload_head,location,module,node_type,offload_elapsed_time_for_summary,offload_elapsed_time,total_time_in_hierarchy,total_time_in_hierarchy_percent,app_time,total_time_per_largest_thread,self_time_per_largest_thread,dependency_type,baseline_global_size,baseline_local_size,exe_target,why_not_offloaded,offload_device_type,offload_device_idx,offload_head_type,speed_up,offload_bounded_by,max_speed_up,offloaded_rank,non_offloaded_rank,total_est_time_accel_seconds,total_est_time_accel,total_est_time_accel_percent,total_time_on_accel,total_est_time_no_taxes,time_by_compute,time_by_hbm_bw,time_by_gti_bw,time_by_l1_bw,time_by_l3_bw,time_by_global_atomic,sum_latencies,memory_latencies,atomic_latencies,non_accel_time,does_fit,is_offloaded,is_offload_candidate,total_time_in_mpi,measured_total_time_in_mpi,total_time_in_ignored,measured_total_time_in_ignored,node_position,offload_head_loc,frac_offloaded,offload_tax,data_tax,data_tax_no_reuse,data_reuse_gain,data_reuse_gain_relative,launch_tax,invoke_tax,config_tax,transfer_tax,proxy_tax,proxy_region_time,global_size,global_work_items_count,global_work_size,local_size,local_work_items_count,local_work_size,work_dim,collapsed_with_head,simd_width,global_size_error,parallel_factor,parallel_threads,parallel_threads_per_eu,unroll_factor,est_instance_count,eu_active,eu_stalled,eu_idle,thread_occupancy,data_transferred_total,data_transferred_in_total,data_transferred_out_total,data_transferred_shared,data_transferred_in,data_transferred_out,data_transferred_inout,data_transferred_private,memory_objects_info,data_transferred_total_no_reuse,data_transferred_in_total_no_reuse,data_transferred_out_total_no_reuse,average_trip_count,call_count,trip_count_total,l1_bytes,l1_read_bytes,l1_write_bytes,l1_bytes_ck,l1_read_bytes_ck,l1_write_bytes_ck,l1_total_bw,l1_read_bw,l1_write_bw,l1_total_bw_util,l1_read_bw_util,l1_write_bw_util,l1_read_time,l1_write_time,l3_bytes,l3_read_bytes,l3_write_bytes,l3_bytes_ck,l3_read_bytes_ck,l3_write_bytes_ck,l3_total_bw,l3_read_bw,l3_write_bw,l3_total_bw_util,l3_read_bw_util,l3_write_bw_util,l3_read_time,l3_write_time,gti_bytes,gti_read_bytes,gti_write_bytes,gti_bytes_ck,gti_read_bytes_ck,gti_write_bytes_ck,gti_total_bw,gti_read_bw,gti_write_bw,gti_total_bw_util,gti_read_bw_util,gti_write_bw_util,gti_read_time,gti_write_time,hbm_bytes,hbm_read_bytes,hbm_write_bytes,hbm_bytes_ck,hbm_read_bytes_ck,hbm_write_bytes_ck,hbm_total_bw,hbm_read_bw,hbm_write_bw,hbm_total_bw_util,hbm_read_bw_util,hbm_write_bw_util,hbm_read_time,hbm_write_time,atomic_accesses,atomic_hw_writes_per_send,atomic_repetitions,atomic_throughput_per_sc,atomic_throughput_per_ck,fpu_util,flop_per_cycle,bytes_per_iter,bytes_rd_per_iter,bytes_wr_per_iter,float_ops_per_iter,compute,compute_with_memory,vector_compute,vector_compute_with_memory,compute_others_per_iter,noncompute_others_per_iter,ABS_per_iter,Add_per_iter,DIV_per_iter,FMA_per_iter,MAX_per_iter,MIN_per_iter,Mul_per_iter,RECCP_per_iter,SAD_per_iter,SCALE_per_iter,SIGN_per_iter,SQRT_per_iter,Sub_per_iter,Mov_per_iter,Send_per_iter,ABS_impact,Add_impact,DIV_impact,FMA_impact,MAX_impact,MIN_impact,Mul_impact,RECCP_impact,SAD_impact,SCALE_impact,SIGN_impact,SQRT_impact,Sub_impact,Mov_impact,Send_impact,ABS_count,Add_count,DIV_count,FMA_count,MAX_count,MIN_count,Mul_count,RECCP_count,SAD_count,SCALE_count,SIGN_count,SQRT_count,Sub_count,Mov_count,Send_count,float32_ops,float32_op,float32_ai,float64_ops,float64_op,float64_ai,int32_ops,int32_op,int32_ai,int64_ops,int64_op,int64_ai,diagnostics,system_module,module_type,no_execution_count,internal_error,measured_offload_elapsed_time,measured_total_time_in_hierarchy,measured_app_time
,451,450,1,0,,,,sycl::_V1::detail::queue_impl::submit_impl,sycl::_V1::detail::queue_impl::submit_impl,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,45.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,452,451,1,0,,,,sycl::_V1::detail::queue_impl::finalizeHandler<sycl::_V1::handler>,sycl::_V1::detail::queue_impl::finalizeHandler<sycl::_V1::handler>,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,45.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,453,452,1,0,,,,sycl::_V1::handler::finalize,sycl::_V1::handler::finalize,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,45.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,454,453,1,0,,,,sycl::_V1::detail::Scheduler::addCG,sycl::_V1::detail::Scheduler::addCG,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,45.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,455,454,1,0,,,,sycl::_V1::detail::Command::enqueue,sycl::_V1::detail::Command::enqueue,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,45.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,456,455,1,0,,,,sycl::_V1::detail::ExecCGCommand::enqueueImp,sycl::_V1::detail::ExecCGCommand::enqueueImp,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,45.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,457,456,1,0,,,,sycl::_V1::detail::enqueueImpKernel,sycl::_V1::detail::enqueueImpKernel,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,45.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,458,457,1,0,,,,sycl::_V1::detail::ProgramManager::getOrCreateKernel,sycl::_V1::detail::ProgramManager::getOrCreateKernel,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,45.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,932,458,1,0,,,,sycl::_V1::detail::ProgramManager::getBuiltPIProgram,sycl::_V1::detail::ProgramManager::getBuiltPIProgram,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,45.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,459,932,1,0,17,,,[loop in sycl::_V1::detail::ProgramManager::getBuiltPIProgram],[loop in sycl::_V1::detail::ProgramManager::getBuiltPIProgram],libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,Parallel: Assumed,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022222222222222223,45.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,460,459,1,0,,,,sycl::_V1::detail::ProgramManager::build,sycl::_V1::detail::ProgramManager::build,libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,461,460,1,0,,,,"sycl::_V1::detail::plugin::call_nocheck<(sycl::_V1::detail::PiApiKind)42, _pi_program*, int, _pi_device** const, char const*, __int128, __int128>","sycl::_V1::detail::plugin::call_nocheck<(sycl::_V1::detail::PiApiKind)42, _pi_program*, int, _pi_device** const, char const*, __int128, __int128>",libsycl.so.6,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,462,461,1,0,,,,piProgramBuild,piProgramBuild,libpi_level_zero.so,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.0,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,463,462,1,0,,,,func@0x1494f4,func@0x1494f4,libze_intel_gpu.so.1,,0.07194352729999999,0.07194352729999999,0.07194352729999999,8.175400829545454,0.88,0.07194352729999999,0.07194352729999999,,,,X86,Cannot be modelled: Not User Code,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194352729999999,0.07194352729999999,0.88
,550,582,1,0,,main.cpp:73,,main,main at main.cpp:73,mandelbrot,,0.8000585979000001,0.8000585979000001,0.8000585979000001,90.91574976136366,0.88,0.8000585979000001,0.0,,,,X86,Cannot be modelled: Not a Loop,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000585979000001,0.8000585979000001,0.88
,704,550,1,0,,main.cpp:35,,Execute,Execute at main.cpp:35,mandelbrot,,0.1399971764,0.1399971764,0.1399971764,15.908770045454546,0.88,0.1399971764,0.0,,,,X86,Cannot be modelled: Not a Loop,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1399971764,0.1399971764,0.88
,571,704,1,0,,mandel.hpp:99,,Mandel::WriteImage,Mandel::WriteImage at mandel.hpp:99,mandelbrot,,0.01,0.01,0.01,1.1363636363636365,0.88,0.01,0.0,,,,X86,Cannot be modelled: Not a Loop,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.88
,572,571,1,0,,stb_image_write.h:1161,,stbi_write_png,stbi_write_png at stb_image_write.h:1161,mandelbrot,,0.01,0.01,0.01,1.1363636363636365,0.88,0.01,0.0,,,,X86,Cannot be modelled: Not a Loop,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.88
,573,572,1,0,,stb_image_write.h:1074,,stbi_write_png_to_mem,stbi_write_png_to_mem at stb_image_write.h:1074,mandelbrot,,0.01,0.01,0.01,1.1363636363636365,0.88,0.01,0.0,,,,X86,Cannot be modelled: Not a Loop,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.88
,698,573,1,0,,stb_image_write.h:858,,stbi_zlib_compress,stbi_zlib_compress at stb_image_write.h:858,mandelbrot,,0.01,0.01,0.01,1.1363636363636365,0.88,0.01,0.0,,,,X86,Cannot be modelled: Not a Loop,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.88
,699,698,1,0,11,stb_image_write.h:885,,[loop in stbi_zlib_compress at stb_image_write.h:885],[loop in stbi_zlib_compress at stb_image_write.h:885],mandelbrot,,0.01,0.01,0.01,1.1363636363636365,0.88,0.01,0.0,Parallel: Assumed,,,X86,"Total time is too small for
                reliable modelling. Use --loop-filter-threshold=0 to model such
                small offloads.",,,2,,,,,0.8056818181818183,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,Head Node,[loop in stbi_zlib_compress at stb_image_write.h:885],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48629.0,1.0,48629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.88
,700,699,1,0,10,stb_image_write.h:858,,[loop in stbi_zlib_compress at stb_image_write.h:858],[loop in stbi_zlib_compress at stb_image_write.h:858],mandelbrot,,0.01,0.01,0.01,1.1363636363636365,0.88,0.01,0.0,Parallel: Assumed,,,X86,"Total time is too small for
                reliable modelling. Use --loop-filter-threshold=0 to model such
                small offloads.",,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,Child,[loop in stbi_zlib_compress at stb_image_write.h:885],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.137246418613595,20802.0,169271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.88
,701,700,1,0,,stb_image_write.h:822,,stbiw__zlib_countm,stbiw__zlib_countm at stb_image_write.h:822,mandelbrot,,0.01,0.01,0.01,1.1363636363636365,0.88,0.01,0.0,,,,X86,Cannot be modelled: Not a Loop,,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,Child,[loop in stbi_zlib_compress at stb_image_write.h:885],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,169271.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.88
,574,701,1,0,8,stb_image_write.h:825,,[loop in stbiw__zlib_countm at stb_image_write.h:825],[loop in stbiw__zlib_countm at stb_image_write.h:825],mandelbrot,,0.01,0.01,0.01,1.1363636363636365,0.88,0.01,0.01,Parallel: Assumed,,,X86,"Total time is too small for
                reliable modelling. Use --loop-filter-threshold=0 to model such
                small offloads.",,,,,,,,,,,,0.0,,,,,,,,,,,,No,No,No,0.0,0.0,0.0,0.0,Child,[loop in stbi_zlib_compress at stb_image_write.h:885],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.71655277919429,98050.0,3207858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.88
216,705,704,1,0,14,main.cpp:61,119,[loop in Execute at main.cpp:61],[loop in Execute at main.cpp:61],mandelbrot,Offload Head,0.03,0.03,0.03,3.409090909090909,0.88,0.03,0.0,Parallel: Assumed,,,ACC,n/a - part of offload,3,2,1,1540.4629221385005,Compute,1540.4629221385005,0.029980525334580364,,1.947466541963465e-05,1.947466541963465e-05,0.002596521384804,1.947466541963465e-05,1.4360547772575827e-05,1.4328194831399356e-05,0.0,0.0,4.302521008403361e-08,0.0,,3.235294117647059e-08,3.235294117647059e-08,,0.0,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Head Node,[loop in Execute at main.cpp:61],100.0,5.114117647058824e-06,0.0,0.0,,,5.114117647058824e-06,5e-06,0.0,1.1411764705882353e-07,0.0,,512x512 (262144),262144,512x512,1x16 (16),16,1x16,2,,16,,57344,3584,8,1,1,99.77470956060426,0.22529043939573265,0.0,91.42857142857143,0,0,0,0,0,0,0,,,,,,512.0,1.0,512.0,1048576,0,1048576,42.95166323269505,0.0,42.95166323269505,73017827495.58157,0.0,73017827495.58157,0.001498035129488527,0.0,0.002996070258977054,0.0,4.302521008403361e-08,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17088.937823712407,10052.31636688965,,,,,,,,,,,0,379.48595428466797,0,0,0,0,225.4623260498047,0,0,0,0,0,48.29246520996094,0,247.60855865478516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16280402927698.662,233795504.0,,0.0,0,,808534896013.744,11611004.0,,0.0,0,,"No cache/memory traffic data; Fallback implemented for dependent_iterations_distance,memory_mapped_to_device,memory_mapped_from_device,memory_mapped_tofrom_device,data_transferred_shared; Detailed static instruction mix was used; No simulated traffic, CARM traffic was used",0.0,,,,0.03,0.03,0.88
216,706,705,1,0,13,main.cpp:61,119,[loop in Execute at main.cpp:61],[loop in Execute at main.cpp:61],mandelbrot,Child Loop,0.03,0.03,0.03,3.409090909090909,0.88,0.03,0.0,Parallel: Assumed,,,ACC,n/a - part of offload,3,2,,,,,,,,,,0.03,,1.4210547772575828e-05,0.0,0.0,4.302521008403361e-08,0.0,,,,,0.0,Yes,Yes,Yes,0.0,0.0,0.0,0.0,Child,[loop in Execute at main.cpp:61],0.0,,,,,,,,,,,,Collapsed with Head (262144),,,Collapsed with Head (16),,,,1,,,,,,,,,,,,,,,,,,,,,,,,512.0,512.0,262144.0,1048576,0,1048576,42.95166323269505,0.0,42.95166323269505,73017827495.58157,0.0,73017827495.58157,0.001498035129488527,0.0,0.002996070258977054,0.0,4.302521008403361e-08,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17088.759557531997,10052.211504430587,,,,,,,,,,,0,378.48595428466797,0,0,0,0,223.4623260498047,0,0,0,0,0,46.29246520996094,0,246.60855865478516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16280224661518.254,233792944.0,,0.0,0,,808534896013.744,11611004.0,,0.0,0,,"Fallback implemented for dependent_iterations_distance,memory_mapped_to_device,memory_mapped_from_device,memory_mapped_tofrom_device,data_transferred_shared; Detailed static instruction mix was used; No simulated traffic, CARM traffic was used",0.0,,,,0.03,0.03,0.88
